source	zh	note
By Clicking on the overland map, you can select where you want your engineers to build a road. A red line indicates that a road cannot be constructed over that path, while a blue line indicates a valid path. The number of turns it will take to complete construction of the road is also displayed.	點擊大地圖即可選擇你要工程兵建造道路的位置。紅線表示該路徑無法建造道路，藍線則表示有效路徑。完成道路建造所需的回合數也會一併顯示。	help
Leadership increases the attack strength of all units in combat by one per 2 levels of the hero. Super leadership (*) increases this bonus by 50%.	領導力使戰鬥中所有單位的攻擊力，每英雄 2 級增加 1。超級領導力（*）使此加成提升 50%。	help
Armsmaster adds 2 experience to all units stacked with the hero at the end of each turn, per level of experience. Additional levels of Armsmaster increases this bonus by 50%.	武器大師在每回合結束時，依經驗等級為與英雄同格的所有單位增加 2 點經驗。額外的武器大師等級使此加成提升 50%。	help
Constitution increases the hero's hits beyond human norms, adding the +1/level to the hero's defense. Super constitution (*) increases this bonus by 50%.	體質使英雄的生命值超越常人，為英雄的防禦每等級增加 +1。超級體質（*）使此加成提升 50%。	help
The unit has the ability to merge with the earth, pass through it, and reform itself at its destination.	此單位能夠與大地融合、穿行其中，並在目的地重新成形。	help
Teleporting allows a unit to move anywhere on the combat map for a cost of 1 movement point.	傳送使單位能以 1 點移動力移動到戰鬥地圖上的任何位置。	help
Pathfinding allows the unit and all stacked with it to move across any land square at the cost of 1/2 movement point.	尋路使該單位及與其同格的所有單位能以 1/2 點移動力穿越任何陸地格。	help
Undead creatures never heal normally or magically and gain all the immunities and vulnerabilities of Death creatures. In addition Undead fantastic creatures have a 50% higher maintenance cost.	不死生物永遠無法以一般或魔法方式治癒，並獲得死亡生物的所有免疫與弱點。此外，不死的奇幻生物維護費用高出 50%。	help
Places all units in the targeted overland map square in stasis for 1 turn. Thereafter, each unit in stasis must resist at -3 to be freed.	使目標大地圖格上的所有單位進入停滯 1 回合。此後，處於停滯的每個單位必須以 -3 抵抗才能脫困。	help
Unit regenerates during combat (by 1 hit point/ turn) and afterwards (by an immediate return to full health at the end of combat). If the creature dies in combat it returns from the dead in a state of full health, if its side won the battle. Note that this spell is not able to return a creature that has been banished or unsummoned (banish, death wish, holy word, unsummon).	單位在戰鬥中再生（每回合 1 點生命值），戰鬥後亦然（在戰鬥結束時立即恢復至滿血）。若該生物在戰鬥中死亡，且其陣營贏得戰鬥，它將以滿血狀態起死回生。請注意，此法術無法使已被放逐或遣返的生物復返（放逐術、求死術、神聖言語、遣返）。	help
Pathfinding allows the unit and all stacked with it to move across any land square at the cost of one movement point.	尋路使該單位及與其同格的所有單位能以 1 點移動力穿越任何陸地格。	help
Allows the unit to shift back and forth between planes at will. Changing planes while the unit is active will move the unit between planes.	使該單位能隨意在位面之間來回轉移。當單位處於行動狀態時改變位面，會使該單位在位面之間移動。	help
Surrounds the unit with a magically protective wall of air, making the unit almost totally immune to arrow and sling attacks.	以具魔法防護的氣牆環繞該單位，使其幾乎完全免疫弓箭與投石攻擊。	help
The hero can use any weapon including staves, bows, and wands.	此英雄能使用任何武器，包括法杖、弓與魔杖。	help
The spell button allows you to throw spells.	法術按鈕讓你能施放法術。	help
The info button will show you what overland enchantments, city spells, and nodes affect the combat.	資訊按鈕會顯示有哪些大地附魔、城市法術與節點影響此戰鬥。	help
Range is a multiplier that effects the mana cost of a spell. The farther away the combat is from your Tower, the greater the multiplier.	範圍是影響法術法力花費的乘數。戰鬥距離你的塔越遠，乘數越大。	help
All creatures of life are bathed in the light's glow and gain one to their attack strengths (swords), defense (shield), and resistance (cross). Creatures of death are hampered by the brightness, losing one to each of their attack strengths, defense, and resistance. True Light and Darkness exert opposite effects and therefore cancel each other's effects.	所有生命生物沐浴在光芒之中，攻擊力（劍）、防禦（盾）與抗性（十字）各增加 1。死亡生物則受亮光所擾，攻擊力、防禦與抗性各減少 1。真光術與黑暗術發揮相反的效果，因此會相互抵消。	help
Creatures of death gain one point each in attack strength (swords), defense (shields) and resistance (crosses). Creatures of life, on the other hand, are dispirited and lose one point each in attack strength, defense and resistance. True Light and Darkness exert opposite effects and therefore cancel each other's effects.	死亡生物的攻擊力（劍）、防禦（盾）與抗性（十字）各增加 1 點。另一方面，生命生物則士氣低落，攻擊力、防禦與抗性各減少 1 點。真光術與黑暗術發揮相反的效果，因此會相互抵消。	help
Distorts ALL (both friendly and enemy) non-chaos units' perception of reality. Affected units suffer a penalty to hit of two (20%).	扭曲所有（友方與敵方皆然）非混沌單位對現實的感知。受影響單位的命中受到 2 點（20%）的減值。	help
Curses all enemy units, weakening their attack strength (swords) and defense (shields) by one. Their resistance to magic (crosses) is decreased by two.	詛咒所有敵方單位，使其攻擊力（劍）與防禦（盾）減弱 1。其對魔法的抗性（十字）則減少 2。	help
Wracks all non-death creatures with the agonies of darkness every combat turn. All enemy figures that cannot resist this pain lose one hit point.	每個戰鬥回合，以黑暗的苦痛摧殘所有非死亡生物。所有無法抵抗此痛楚的敵方個體將失去 1 點生命值。	help
Flaming melee and missile weapons have a +1 attack strength and can inflict damage on units with Weapon Immunity. Metal fires and flame blade do not exert cumulative effects.	燃焰的近戰與遠程武器擁有 +1 攻擊力，並能對具備武器免疫的單位造成傷害。金屬烈焰與烈焰刃不會發揮疊加效果。	help
Unit with High Prayer has its attack strength (swords), ability to hit, and defense (shields) all increased by 2 (20% improvement in each area), while resistance (crosses) is increased by 3 and the ability to block an attack and to hit is increased by 10%.	受高等祈禱的單位，其攻擊力（劍）、命中能力與防禦（盾）皆增加 2（各方面提升 20%），抗性（十字）則增加 3，而格擋攻擊與命中的能力增加 10%。	help
Calls down a powerful electrical storm from which deadly lightning bolts issue. Three to 5 lightning bolts of strength 8 strike random opponents at the beginning of every turn until the end of combat.	召喚一場強大的雷電風暴，從中射出致命的閃電。在每回合開始時，3 到 5 道強度 8 的閃電會擊中隨機的對手，直到戰鬥結束。	help
Creates a standing dispel magic spell over the entire battlefield. A spell cast by the enemy wizard or an enemy hero must first overcome the effects of this dispel magic spell (of strength equal to the magic power poured into the counter magic spell) before it can exert its effects. Every spell cast by the enemy drains the magic power (strength) of the counter magic spell by 5 mana points and, therefore, lessens its effectiveness against subsequent spells.	在整個戰場上設置一道常駐的解除魔法法術。敵方巫師或敵方英雄施放的法術，必須先克服此解除魔法法術的效果（其強度等同於灌注進反制魔法法術的魔力），才能發揮效用。敵方施放的每個法術都會使反制魔法法術的魔力（強度）耗損 5 點法力，因此降低其對後續法術的有效性。	help
As invisibility except all friendly units are rendered invisible.	與隱形相同，差別在於所有友方單位皆被隱形。	help
Dispels all non-Sorcery magic.	解除所有非秘術魔法。	help
Dispels all non-Chaos magic.	解除所有非混沌魔法。	help
Dispels all non-Nature magic.	解除所有非自然魔法。	help
Being under the influence of a Sorcery node adds +2 attack and +2 defense to all Sorcery creatures.	處於秘術節點的影響之下，會為所有秘術生物增加 +2 攻擊與 +2 防禦。	help
Being under the influence of a Chaos node adds +2 attack and +2 defense to all Chaos creatures.	處於混沌節點的影響之下，會為所有混沌生物增加 +2 攻擊與 +2 防禦。	help
Being under the influence of a Nature node adds +2 attack and +2 defense to all Nature creatures.	處於自然節點的影響之下，會為所有自然生物增加 +2 攻擊與 +2 防禦。	help
Envelops the target friendly city in a dense cloud of darkness (equivalent in effect to the darkness spell). All combat in the city takes place under this effect.	以濃密的黑暗之雲籠罩目標友方城市（效果等同於黑暗術）。城市中的所有戰鬥都在此效果下進行。	help
Bathes a target friendly city in life-enhancing rays from the heavens, aiding creatures of life and dispiriting creatures of death (equivalent in effect to true light). All combat in the city takes place as if true light were cast.	以來自天堂、增進生命的光芒沐浴目標友方城市，助益生命生物並使死亡生物士氣低落（效果等同於真光術）。城市中的所有戰鬥都如同施放了真光術般進行。	help
Endows ALL creatures of chaos with destructive power increasing their melee (swords), missile, magic and Fiery Breath attack strengths by two.	賦予所有混沌生物毀滅之力，使其近戰（劍）、遠程、魔法與烈焰吐息的攻擊力增加 2。	help
Causes an impenetrable mantle of blackness to smother all the lands in the worlds. This thick cloak of blackness has the same effect as Darkness cast on every map square. Only map squares protected by Heavenly Light are unaffected.	使一層無法穿透的黑暗罩幕籠罩世界中的所有土地。這層濃厚的黑暗斗篷具有如同在每個地圖格施放黑暗術的效果。唯有受天堂之光保護的地圖格不受影響。	help
Calls upon the heavens to bless all friendly normal units' weapons, giving them +1 (i.e., +10%) to hit and the ability to hit creatures with Weapon Immunity. This effect is not cumulative with holy weapon.	祈求上天祝福所有友方常規單位的武器，給予其 +1（即 +10%）命中，以及攻擊具備武器免疫之生物的能力。此效果不與神聖武器疊加。	help
Causes all normal units that die in any combat to become, after the battle ends, mindless zombies under the control of the casting wizard. These zombies do not heal in any way, nor can they be raised from the dead.	使在任何戰鬥中死亡的所有常規單位，在戰鬥結束後變成受施法巫師控制的無心智殭屍。這些殭屍無法以任何方式治癒，也無法被復生。	help
Increases the defense of the unit by +1 per level of experience. Super Agility (*) increases this bonus by +50%.	使該單位的防禦每經驗等級增加 +1。超級敏捷（*）使此加成提升 +50%。	help
Causes all non-flying, corporeal enemy creatures to suffer a loss of one movement point per turn. If a creature's movement points are zero, it may not attack or move for the remainder of the combat; the creature can still strike back if attacked.	使所有非飛行的實體敵方生物每回合損失一點移動力。若生物的移動力為零，則在剩餘的戰鬥中無法攻擊或移動；該生物若遭受攻擊仍能反擊。	help
Controls how skillfully the enemy races play.	控制敵方種族的遊玩技巧程度。	help
At this setting all enemy operations are at normal levels.	在此設定下，所有敵方運作均為正常水準。	help
Creates many small island-size continents that represent about 15% of the worlds size.	創造許多島嶼大小的小型大陸，約占世界面積的 15%。	help
Creates average size continents that take up about 20% of the worlds.	創造中等大小的大陸，約占世界面積的 20%。	help
Lands take up approximately 25% of the world size and provide for huge areas to expand into.	陸地約占世界面積的 25%，提供廣大的擴張空間。	help
Determines the strength of the magic nodes. In Myrror, all nodes produce twice the normal level of power on Arcanus.	決定魔法節點的強度。在 Myrror，所有節點產生的魔力是 Arcanus 正常水準的兩倍。	help
Effects: Global Enchantment\nTarget: yourself\nCasting Cost: 1000\nUpkeep none\nWhen your enchanted fortress is captured by an enemy you are banished to Limbo until you finish casting the Spell of Return. You may not cast any other spells while banished and you receive no power income.	效果：全域附魔\n目標：自身\n施法花費：1000\n維護 無\n當你附魔的要塞被敵人佔領時，你會被放逐到 Limbo，直到你完成施放歸返咒語為止。被放逐期間你無法施放任何其他法術，且不會獲得任何魔力收入。	help
Nomad Sorcerer. He has the special ability of Alchemy which allows him to exchange gold and power without loss and gives all units built in cities magic weapons.	游牧法師。他擁有煉金術的特殊能力，能讓他無損地兌換金幣與魔力，並使所有在城市中建造的單位獲得魔法武器。	help
Elementalist that specializes in chaos and nature magic. He has the ability of Mana Focusing which increases the power he obtains from his mana reserve by 25%.	專精於混沌與自然魔法的元素法師。他擁有法力聚焦能力，使他從法力儲備中獲得的魔力提升 25%。	help
Demonic force specializing in chaos magic. He has the ability of Chaos Mastery which increases his chaos research by 10%, makes it twice as hard to dispel his spells, and doubles the magic power he receives from chaos nodes.	專精於混沌魔法的惡魔勢力。他擁有混沌精通能力，使他的混沌研究提升 10%、使其法術被解除的難度加倍，並使他從混沌節點獲得的魔力加倍。	help
Warlock specializing in death magic. He also possesses Infernal Power which doubles the power and pacifying effects received from shrines, temples, and parthenons.	專精於死亡魔法的術士。他還擁有地獄之力，使他從神龕、神殿與帕德嫩神廟獲得的魔力與安撫效果加倍。	help
Elvish sylph that specializes in nature magic. She has the special ability of Nature Mastery which increases her nature research by 10%, makes it twice as hard to dispel her spells, and doubles the power she receives from nature nodes.	專精於自然魔法的精靈氣精。她擁有自然精通的特殊能力，使她的自然研究提升 10%、使其法術被解除的難度加倍，並使她從自然節點獲得的魔力加倍。	help
High priestess specializing in life magic. She is Charismatic which halves the cost of hero, mercenary, and magic items, doubles the effect of good and halves that of bad diplomatic actions.	專精於生命魔法的高階女祭司。她具有魅力，能使英雄、傭兵與魔法物品的花費減半，並使良性外交行動的效果加倍、惡性外交行動的效果減半。	help
Aztec priest who specializes in nature and death magic. He possesses the special ability of Warlord which adds +1 level to all of his units, allowing them to rise above their limit of elite	專精於自然與死亡魔法的阿茲特克祭司。他擁有戰將的特殊能力，使他所有單位獲得 +1 等級，讓它們得以突破菁英的上限	help
Controls whether or not you will view when overland enchantment spells are thrown on your cities or enemy cities.	控制當大地附魔法術施放於你的城市或敵方城市時，你是否會看到。	help
Controls whether spells on your spell book are ordered in categories versus one long list.	控制你法術書中的法術是依類別排序，還是排成一長串清單。	help
Allows the wizard to cast spells in combat as if the battle took place at his fortress, which means channeler does not spend any extra mana when casting any spell in combat. In addition, a channeler only pays one half the normal spell maintenance. Channeler costs 2 picks.	讓巫師在戰鬥中施法時，如同戰鬥發生在自己要塞一般，這表示引導者在戰鬥中施放任何法術時不會花費任何額外法力。此外，引導者只需支付一半的正常法術維護費。引導者花費 2 點選項。	help
Increases the wizard's skill by +10, and makes it twice as hard to dispel any of his spells. Also, there is a 50% bonus to all mana spent on increasing skill.	使巫師的技能提升 +10，並使其任何法術被解除的難度加倍。此外，所有用於提升技能的法力都有 50% 的加成。	help
Reduces the cost of making magical items by 50%. Artificers also begin the game with the Create Magic Item and Create Artifact spells.	使製作魔法物品的花費減少 50%。神器師還會在遊戲開始時擁有製造魔法物品與製造神器法術。	help
Reduces the casting and research costs of all summoning spells by 25% and also reduces the maintenance costs of fantastic creatures by 25%.	使所有召喚法術的施法與研究花費減少 25%，並使奇幻生物的維護費減少 25%。	help
Wizard begins the game in a city on Myrror instead of Arcanus. The Myrran wizard starts with an unusual race: beastmen, dark elves, draconians, dwarves, and trolls. In addition the wizard's fortress generates 5 additional mana. The Myrran special costs 3 spell picks.	巫師在 Myrror 而非 Arcanus 的城市開始遊戲。Myrran 巫師會以一個特殊種族開局：獸人、黑暗精靈、龍人、矮人與巨魔。此外，巫師的要塞會額外產生 5 點法力。Myrran 特性花費 3 點法術選項。	help
Wizard begins the game with 10 fame. Furthermore, being famous doubles the chance of a wizard hiring heroes, recruiting mercenaries, and buying magical items.	巫師在遊戲開始時擁有 10 點聲望。此外，享有盛名會使巫師雇用英雄、招募傭兵與購買魔法物品的機率加倍。	help
Possesses an unnatural presence that dramatically improves his dealings with others. The charismatic wizard pays half for hiring heroes, mercenaries, and purchasing magical items. In addition, all diplomatic penalties from negative actions are halved and good diplomatic effects are doubled.	擁有一種非凡的氣場，能大幅改善他與他人的往來。具魅力的巫師雇用英雄、傭兵與購買魔法物品只需支付一半費用。此外，所有來自負面行動的外交懲罰都會減半，而良性外交效果則會加倍。	help
A special setting used to produce trade goods and convert 2 production to 1 gold. No other bonus will increase the trade goods gold revenues, including prosperity.	此特殊設定用於生產貿易品，並將 2 生產轉換為 1 金幣。沒有任何其他加成能提升貿易品的金幣收入，包括繁榮術。	help
A special setting used to build new housing for the local populace to draw them into the city and increase the city's population growth rate.	此特殊設定用於為當地居民建造新住宅，以吸引人口遷入城市並提升城市的人口成長率。	help
Maintenance: 0 gold/turn\nBarracks allow a city to train and organize military units.	維護：0 金幣/回合\n兵營讓城市能夠訓練並組織軍事單位。	help
Maintenance: 2 gold/turn\nA sawmill will turn wood into deadly weaponry. It increases the production of forest squares by 25%.	維護：2 金幣/回合\n鋸木廠將木材加工為致命武器。使森林格的生產提升 25%。	help
Maintenance: 3 gold/turn\nThe alchemists' guild equips all new troops with magical weapons with +1 to hit and +3 mana is generated.	維護：3 金幣/回合\n煉金公會為所有新兵配備命中 +1 的魔法武器，並產生 +3 法力。	help
Maintenance: 5 gold/turn\nA wizard's guild acts as a center for the study and teaching of magic. It adds +8 spell research points at an upkeep cost of 3 mana points a turn.	維護：5 金幣/回合\n巫師公會作為魔法研究與教學的中心。法術研究點數 +8，每回合維護費 3 點法力。	help
Maintenance: 1 gold/turn\nA shrine provides the people of the city with a center for spiritual comfort. It adds +1 mana, allows use of nightshade, and reduces the unrest level by 1.	維護：1 金幣/回合\n神龕為城市的人民提供心靈慰藉的中心。法力 +1、允許使用夜影草，並使動亂等級 -1。	help
Maintenance: 2 gold/turn\nA temple serves as a center for basic religious instruction. It adds +2 mana, allows use of nightshade, and reduces the unrest level by 1.	維護：2 金幣/回合\n神殿作為基礎宗教教育的中心。法力 +2、允許使用夜影草，並使動亂等級 -1。	help
Maintenance: 3 gold/turn\nA parthenon is a centralized locale for the study of religion. It adds +3 mana and reduces the unrest by 1.	維護：3 金幣/回合\n帕德嫩神廟是宗教研究的集中場所。法力 +3，動亂 -1。	help
Maintenance: 4 gold/turn\nA cathedral provides the city with a cultural and religious center. It adds +4 mana and reduces the unrest level by 1.	維護：4 金幣/回合\n大教堂為城市提供文化與宗教中心。法力 +4，動亂等級 -1。	help
Maintenance: 1 gold/turn\nA marketplace promotes the city's economic growth by increasing the taxable revenues of the city by +50%.	維護：1 金幣/回合\n市集促進城市經濟成長，使城市的應稅收入提升 +50%。	help
Maintenance: 3 gold/turn\nA bank increases the taxable revenues of the city by +50%, in addition to the marketplace.	維護：3 金幣/回合\n銀行在市集之外，再使城市的應稅收入提升 +50%。	help
Maintenance: 5 gold/turn\nA merchant's guild increases the taxable revenues of a city by +100%, in addition to the marketplace and bank.	維護：5 金幣/回合\n商人公會在市集與銀行之外，再使城市的應稅收入提升 +100%。	help
Maintenance: 1 gold/turn\nA granary serves as a storehouse for the city's food surplus. It adds +2 food and +20 people per turn.	維護：1 金幣/回合\n穀倉作為城市糧食盈餘的儲藏所。食物 +2，每回合人口 +20。	help
Maintenance: 2 gold/turn\nA farmer's market acts as a centralized location for the buying and selling of the city's food surplus. It adds +3 food and +30 people per turn.	維護：2 金幣/回合\n農夫市集作為城市糧食盈餘買賣的集中場所。食物 +3，每回合人口 +30。	help
Maintenance: 2 gold/turn\nA forester's guild trains experienced hunters and lumberjacks, increasing the food harvest by +2 and production by +25%.	維護：2 金幣/回合\n林務公會訓練經驗豐富的獵人與伐木工，食物產量 +2，生產 +25%。	help
Maintenance: 1 gold/turn\nThe builder's hall educates workers in skilled building techniques.	維護：1 金幣/回合\n建造者大廳教導工人精熟建造技術。	help
Dark rituals and sacrifices to the death gods doubles the power generated from shrines, temples, parthenons, and cathedrals. Population growth is reduced by 25%, and unrest increases by 1.	向死亡神祇進行黑暗儀式與獻祭，使神龕、神殿、帕德嫩神廟與大教堂所產生的魔力加倍。人口成長率降低25%，動亂+1。	help
The altar of battle elevates all the city's units to elite level.	戰鬥祭壇將城市所有單位提升至精英等級。	help
All enemy spell casters are drained 5 mana each combat turn. This includes the opponent wizard you are currently battling. Additionally, all units with magical ranged attacks lose one spell shot each turn.	所有敵方施法者每個戰鬥回合被汲取5法力。這包括你當前正在交戰的對手巫師。此外，所有具備魔法遠程攻擊的單位每回合損失一次法術射擊。	help
This is the actual population of the city and the population growth rate shown in parenthesis. Each townsfolk figure represents 1000 townsfolk. The growth rate is how many people the city grows each turn.	這是城市的實際人口，括號中顯示人口成長率。每個市民圖示代表1000名市民。成長率是城市每回合增加的人口數。	help
Maniacal wizards hate everyone, halving effects of positive diplomacy and doubling the diplomatic effects of hostile actions.	狂躁的巫師憎恨所有人，使正面外交的效果減半，並使敵對行動的外交效果加倍。	help
Wizard pacts are mutual agreements not to attack the opponent wizard or enter his/her territory. You agree not to move within 2 squares of any of the wizard's cities. The wizard pact does not immediately effect diplomatic relations, but instead improves the relations as long as the treaty is enforced.	巫師條約是不攻擊對手巫師、也不進入其領土的相互協議。你同意不移動到該巫師任何城市的2格範圍內。巫師條約不會立即影響外交關係，而是只要條約持續執行，便逐步改善關係。	help
An alliance is a stronger version of a wizard pact. The alliance also carries with if the expectation that the allied wizard will come to the aid of the ally should someone declare war on them. The alliance does not immediately effect diplomatic relations, but instead improves the relations as long as the treaty is enforced.	同盟是巫師條約的強化版本。同盟還附帶一項期望：若有人對盟友宣戰，結盟的巫師將前來相助。同盟不會立即影響外交關係，而是只要條約持續執行，便逐步改善關係。	help
Blurs the outline all friendly units making them more difficult to hit. There is a 10% chance that each point of damage done will miss.	模糊所有友方單位的輪廓，使其更難被擊中。每點造成的傷害有10%機率落空。	help
You recieve 1/2 a point for every thousand townsfolk you have in all cities that you control.	你所控制的所有城市中，每一千名市民可獲得1/2點。	help
Your final score is the sum of all points gained and then is modified by the game difficulty level.\nIntro: score * .5\nEasy: score * .75\nNormal: score * 1\nHard: score * 2\nImpossible: score * 3	你的最終分數是所有獲得點數的總和，再依遊戲難度等級進行調整。\n入門：分數 * .5\n簡單：分數 * .75\n普通：分數 * 1\n困難：分數 * 2\n不可能：分數 * 3	help
. The alliance does not immediately effect diplomatic relations, but instead improves the relations as long as the treaty is enforced.	。同盟不會立即影響外交關係，而是只要條約持續執行，便逐步改善關係。	help
bat results scroll is on the screen.	鬥結果捲軸顯示在畫面上時。	help
ajor battle will lose one point of fame.	大戰役將損失一點聲望。	help
ler icon represents 1 food.	的圖示代表1食物。	help
point of damage done will miss.	點造成的傷害將落空。	help
s for time if you actually win the game.	若你確實贏得遊戲，才會獲得時間的分數。	help
o: score * .5\nEasy: score * .75\nNormal: score * 1\nHard: score * 2\nImpossible: score * 3	：分數 * .5\n簡單：分數 * .75\n普通：分數 * 1\n困難：分數 * 2\n不可能：分數 * 3	help
 setting is off you may still raze a captured city by pressing the 'R' key while the combat results scroll is on the screen.	設定關閉，你仍可在戰鬥結果捲軸顯示於畫面上時，按下 'R' 鍵夷平已佔領的城市。	help
ong as the treaty is enforced.	要條約持續執行。	help
the amount of food the city is short. Each large icon represents 10 food, while the smaller icon represents 1 food.	城市所短缺的食物量。每個大圖示代表10食物，較小的圖示則代表1食物。	help
a point for every thousand townsfolk you have in all cities that you control.	你所控制的所有城市中，每一千名市民可得的點數。	help
oints for every wizard that you banished.	你每放逐一名巫師可得的點數。	help
 fame * 2 points.	聲望 * 2 點。	help
ints that you recieve for time is 2000 - (total months * 2). You will only receive points for time if you actually win the game.	你因時間獲得的點數為 2000 -（總月數 * 2）。只有在你確實贏得遊戲時，才會獲得時間的分數。	help
points for successfully casting the Spell Of Mastery.	成功施放精通咒語可得的點數。	help
 is the sum of all points gained and then is modified by the game difficulty level.\nIntro: score * .5\nEasy: score * .75\nNormal: score * 1\nHard: score * 2\nImpossible: score * 3	是所有獲得點數的總和，再依遊戲難度等級進行調整。\n入門：分數 * .5\n簡單：分數 * .75\n普通：分數 * 1\n困難：分數 * 2\n不可能：分數 * 3	help
 or not you are prompted for confirmation on razing a city after you conquer it. If this setting is off you may still raze a captured city by pressing the 'R' key while the combat results scroll is on the screen.	你征服城市後是否會被提示確認夷平該城市。若此設定關閉，你仍可在戰鬥結果捲軸顯示於畫面上時，按下 'R' 鍵夷平已佔領的城市。	help
oes not immediately effect diplomatic relations, but instead improves the relations as long as the treaty is enforced.	不會立即影響外交關係，而是只要條約持續執行，便逐步改善關係。	help
ll is on the screen.	軸顯示在畫面上時。	help
 lose one point of fame.	損失一點聲望。	help
nts 1 food.	代表1食物。	help
done will miss.	造成的傷害將落空。	help
u actually win the game.	你確實贏得遊戲。	help
sy: score * .75\nNormal: score * 1\nHard: score * 2\nImpossible: score * 3	單：分數 * .75\n普通：分數 * 1\n困難：分數 * 2\n不可能：分數 * 3	help
you may still raze a captured city by pressing the 'R' key while the combat results scroll is on the screen.	你仍可在戰鬥結果捲軸顯示於畫面上時，按下 'R' 鍵夷平已佔領的城市。	help
y is enforced.	約持續執行。	help
od the city is short. Each large icon represents 10 food, while the smaller icon represents 1 food.	城市短缺的食物。每個大圖示代表10食物，較小的圖示則代表1食物。	help
y thousand townsfolk you have in all cities that you control.	你所控制的所有城市中每一千名市民。	help
wizard that you banished.	你所放逐的巫師。	help
.	。	help
cieve for time is 2000 - (total months * 2). You will only receive points for time if you actually win the game.	的時間分數為 2000 - (總月數 * 2)。只有在你實際贏得遊戲時，才會獲得時間分數。	help
ssfully casting the Spell Of Mastery.	成功施放精通咒語。	help
ll points gained and then is modified by the game difficulty level.\nIntro: score * .5\nEasy: score * .75\nNormal: score * 1\nHard: score * 2\nImpossible: score * 3	所獲得的全部分數，然後依遊戲難度等級加以調整。\n入門：score * .5\n簡單：score * .75\n普通：score * 1\n困難：score * 2\n不可能：score * 3	help
prompted for confirmation on razing a city after you conquer it. If this setting is off you may still raze a captured city by pressing the 'R' key while the combat results scroll is on the screen.	在你征服一座城市後，會提示是否確認夷平該城。若此設定關閉，你仍可在戰鬥結果卷軸顯示於螢幕上時，按下 'R' 鍵來夷平已攻占的城市。	help
ely effect diplomatic relations, but instead improves the relations as long as the treaty is enforced.	地影響外交關係，而是只要條約持續生效，便會改善關係。	help
een.	幕。	help
of fame.	的聲望。	help
o the aid of the ally should someone declare war on them. The alliance does not immediately effect diplomatic relations, but instead improves the relations as long as the treaty is enforced.	當有人對盟友宣戰時前去馳援。此同盟不會立即影響外交關係，而是只要條約持續生效，便會改善關係。	help
he game.	遊戲。	help
Normal: score * 1\nHard: score * 2\nImpossible: score * 3	普通：score * 1\n困難：score * 2\n不可能：score * 3	help
ze a captured city by pressing the 'R' key while the combat results scroll is on the screen.	夷平已攻占的城市，方法是在戰鬥結果卷軸顯示於螢幕上時按下 'R' 鍵。	help
illage, city or capitol. Likewise, any wizard losing a major battle will lose one point of fame.	村莊、城市或首都。同樣地，任何在重大戰役中落敗的巫師都將失去一點聲望。	help
hort. Each large icon represents 10 food, while the smaller icon represents 1 food.	缺。每個大圖示代表 10 食物，而較小的圖示代表 1 食物。	help
folk you have in all cities that you control.	你所控制的所有城市中擁有的人口。	help
banished.	被放逐。	help
s 2000 - (total months * 2). You will only receive points for time if you actually win the game.	為 2000 - (總月數 * 2)。只有在你實際贏得遊戲時，才會獲得時間分數。	help
the Spell Of Mastery.	精通咒語。	help
 and then is modified by the game difficulty level.\nIntro: score * .5\nEasy: score * .75\nNormal: score * 1\nHard: score * 2\nImpossible: score * 3	，然後依遊戲難度等級加以調整。\n入門：score * .5\n簡單：score * .75\n普通：score * 1\n困難：score * 2\n不可能：score * 3	help
firmation on razing a city after you conquer it. If this setting is off you may still raze a captured city by pressing the 'R' key while the combat results scroll is on the screen.	確認是否在你征服一座城市後將其夷平。若此設定關閉，你仍可在戰鬥結果卷軸顯示於螢幕上時，按下 'R' 鍵來夷平已攻占的城市。	help
matic relations, but instead improves the relations as long as the treaty is enforced.	交關係，而是只要條約持續生效，便會改善關係。	help
 or merchant's guild.	或商人公會。	help
K	K	help
 WIZARDS	巫師	help
 MASTERY	精通	help
ORE	ORE	help
Y	Y	help
 ally should someone declare war on them. The alliance does not immediately effect diplomatic relations, but instead improves the relations as long as the treaty is enforced.	盟友，若有人對他們宣戰。此同盟不會立即影響外交關係，而是只要條約持續生效，便會改善關係。	help
1\nHard: score * 2\nImpossible: score * 3	1\n困難：score * 2\n不可能：score * 3	help
ty by pressing the 'R' key while the combat results scroll is on the screen.	市，方法是在戰鬥結果卷軸顯示於螢幕上時按下 'R' 鍵。	help
capitol. Likewise, any wizard losing a major battle will lose one point of fame.	首都。同樣地，任何在重大戰役中落敗的巫師都將失去一點聲望。	help
 icon represents 10 food, while the smaller icon represents 1 food.	圖示代表 10 食物，而較小的圖示代表 1 食物。	help
 all cities that you control.	你所控制的所有城市。	help
months * 2). You will only receive points for time if you actually win the game.	月數 * 2)。只有在你實際贏得遊戲時，才會獲得時間分數。	help
tery.	咒語。	help
ified by the game difficulty level.\nIntro: score * .5\nEasy: score * .75\nNormal: score * 1\nHard: score * 2\nImpossible: score * 3	整後依遊戲難度等級加以調整。\n入門：score * .5\n簡單：score * .75\n普通：score * 1\n困難：score * 2\n不可能：score * 3	help
ing a city after you conquer it. If this setting is off you may still raze a captured city by pressing the 'R' key while the combat results scroll is on the screen.	在你征服一座城市後將其夷平。若此設定關閉，你仍可在戰鬥結果卷軸顯示於螢幕上時，按下 'R' 鍵來夷平已攻占的城市。	help
